Modell	LearningType	LearningRate	Total_Paramter	Trainable_Parameter	Non_Trainable_Parameter	Results	Accuracy_Loss
BioBERT	OnlyClassifier	5e-4	108 311 810	1 538	108 310 272	0.0005 [55, [0.48175936937332153, 0.8470588326454163], [0.5566970705986023, 0.7333333492279053], [0.6646300554275513, 0.5899999737739563]]	6/6 [==============================] - 31s 5s/step - loss: 0.4921 - sparse_categorical_accuracy: 0.7882 - val_loss: 0.5580 - val_sparse_categorical_accuracy: 0.7333
BioBERT	OnlyClassifier	5e-4	108 311 810	1 538	108 310 272	0.0005 [42, [0.5145989656448364, 0.7882353067398071], [0.5850218534469604, 0.6666666865348816], [0.6551848649978638, 0.5899999737739563]]	6/6 [==============================] - 31s 5s/step - loss: 0.5203 - sparse_categorical_accuracy: 0.7059 - val_loss: 0.6400 - val_sparse_categorical_accuracy: 0.6667
BioBERT	OnlyClassifier	5e-4	108 311 810	1 538	108 310 272	0.0005 [37, [0.5344240665435791, 0.7764706015586853], [0.6072962284088135, 0.6666666865348816], [0.6539751291275024, 0.5899999737739563]]	6/6 [==============================] - 31s 5s/step - loss: 0.5127 - sparse_categorical_accuracy: 0.7529 - val_loss: 0.6227 - val_sparse_categorical_accuracy: 0.6667
BioBERT	OnlyClassifier	1e-5	108 311 810	1 538	108 310 272	1e-05 [47, [0.6720023155212402, 0.6117647290229797], [0.694617509841919, 0.6000000238418579], [0.6738313436508179, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6814 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6951 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	1e-5	108 311 810	1 538	108 310 272	1e-05 [26, [0.6796892285346985, 0.6117647290229797], [0.6766144037246704, 0.6000000238418579], [0.6776548624038696, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6783 - sparse_categorical_accuracy: 0.6000 - val_loss: 0.6770 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	1e-5	108 311 810	1 538	108 310 272	1e-05 [15, [0.6658970713615417, 0.6117647290229797], [0.7169007062911987, 0.6000000238418579], [0.6719308495521545, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6803 - sparse_categorical_accuracy: 0.5882 - val_loss: 0.7182 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	1e-5	108 311 810	1 538	108 310 272	1e-05 [11, [0.6645021438598633, 0.6117647290229797], [0.6423864364624023, 0.6000000238418579], [0.6746848225593567, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6664 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6440 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	1e-5	108 311 810	1 538	108 310 272	1e-05 [59, [0.6510494947433472, 0.6000000238418579], [0.7102765440940857, 0.6000000238418579], [0.6702513694763184, 0.5899999737739563]]	6/6 [==============================] - 31s 5s/step - loss: 0.6613 - sparse_categorical_accuracy: 0.6000 - val_loss: 0.7113 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	2e-5	108 311 810	1 538	108 310 272	2e-05 [36, [0.6570429801940918, 0.6117647290229797], [0.6882521510124207, 0.6000000238418579], [0.6724167466163635, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6644 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.6905 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	2e-5	108 311 810	1 538	108 310 272	2e-05 [37, [0.6784552335739136, 0.6235294342041016], [0.6585475206375122, 0.6000000238418579], [0.6779735088348389, 0.6100000143051147]]	6/6 [==============================] - 31s 5s/step - loss: 0.6689 - sparse_categorical_accuracy: 0.6353 - val_loss: 0.6596 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	2e-5	108 311 810	1 538	108 310 272	2e-05 [33, [0.6568288803100586, 0.6000000238418579], [0.7031338810920715, 0.6000000238418579], [0.6741036176681519, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6408 - sparse_categorical_accuracy: 0.6471 - val_loss: 0.7043 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	2e-5	108 311 810	1 538	108 310 272	2e-05 [29, [0.6746383905410767, 0.6235294342041016], [0.6555402278900146, 0.6666666865348816], [0.6770579814910889, 0.6100000143051147]]	6/6 [==============================] - 31s 5s/step - loss: 0.6710 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6556 - val_sparse_categorical_accuracy: 0.6667
BioBERT	OnlyClassifier	2e-5	108 311 810	1 538	108 310 272	2e-05 [25, [0.6682634353637695, 0.6117647290229797], [0.6814649701118469, 0.6000000238418579], [0.678994357585907, 0.5899999737739563]]	6/6 [==============================] - 31s 5s/step - loss: 0.6611 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6824 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	5e-5	108 311 810	1 538	108 310 272	5e-05 [14, [0.6559011340141296, 0.5882353186607361], [0.676477313041687, 0.6000000238418579], [0.6673804521560669, 0.6100000143051147]]	6/6 [==============================] - 31s 5s/step - loss: 0.6470 - sparse_categorical_accuracy: 0.5882 - val_loss: 0.6822 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	5e-5	108 311 810	1 538	108 310 272	5e-05 [12, [0.6679040193557739, 0.6117647290229797], [0.668872058391571, 0.6000000238418579], [0.6810373663902283, 0.5899999737739563]]	6/6 [==============================] - 31s 5s/step - loss: 0.6571 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6760 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	5e-5	108 311 810	1 538	108 310 272	5e-05 [31, [0.6514895558357239, 0.6117647290229797], [0.6870994567871094, 0.6000000238418579], [0.6666406393051147, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6455 - sparse_categorical_accuracy: 0.6588 - val_loss: 0.6897 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	5e-5	108 311 810	1 538	108 310 272	5e-05 [16, [0.6647627353668213, 0.6117647290229797], [0.6680695414543152, 0.6000000238418579], [0.6717218160629272, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6563 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6726 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	5e-5	108 311 810	1 538	108 310 272	5e-05 [23, [0.6412823796272278, 0.6000000238418579], [0.6766859292984009, 0.6000000238418579], [0.6693805456161499, 0.6100000143051147]]	6/6 [==============================] - 31s 5s/step - loss: 0.6506 - sparse_categorical_accuracy: 0.6000 - val_loss: 0.6789 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	1e-6	108 311 810	1 538	108 310 272	1e-06 [182, [0.6577205657958984, 0.6117647290229797], [0.7051990628242493, 0.6000000238418579], [0.672383725643158, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6784 - sparse_categorical_accuracy: 0.5765 - val_loss: 0.7052 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	1e-6	108 311 810	1 538	108 310 272	1e-06 [19, [0.6731700897216797, 0.6117647290229797], [0.6694327592849731, 0.6000000238418579], [0.672461748123169, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6717 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6695 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	1e-6	108 311 810	1 538	108 310 272	1e-06 [463, [0.6517991423606873, 0.5882353186607361], [0.6738535761833191, 0.6000000238418579], [0.6664376258850098, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6760 - sparse_categorical_accuracy: 0.5882 - val_loss: 0.6739 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	1e-6	108 311 810	1 538	108 310 272	1e-06 [11, [0.6750784516334534, 0.6117647290229797], [0.653644859790802, 0.6000000238418579], [0.6770626306533813, 0.6100000143051147]]	6/6 [==============================] - 31s 5s/step - loss: 0.6554 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.6537 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	1e-6	108 311 810	1 538	108 310 272	1e-06 [11, [0.681050181388855, 0.6117647290229797], [0.6657074689865112, 0.6000000238418579], [0.6835548877716064, 0.5600000023841858]]	6/6 [==============================] - 31s 5s/step - loss: 0.6990 - sparse_categorical_accuracy: 0.6000 - val_loss: 0.6658 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	2e-6	108 311 810	1 538	108 310 272	2e-06 [11, [0.6934353709220886, 0.6000000238418579], [0.6673544049263, 0.6666666865348816], [0.6921703219413757, 0.5699999928474426]]	6/6 [==============================] - 31s 5s/step - loss: 0.6826 - sparse_categorical_accuracy: 0.5882 - val_loss: 0.6676 - val_sparse_categorical_accuracy: 0.6667
BioBERT	OnlyClassifier	2e-6	108 311 810	1 538	108 310 272	2e-06 [246, [0.6666549444198608, 0.6117647290229797], [0.6994370818138123, 0.6000000238418579], [0.671631395816803, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6616 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.6995 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	2e-6	108 311 810	1 538	108 310 272	2e-06 [207, [0.6642155647277832, 0.6117647290229797], [0.6920499205589294, 0.6000000238418579], [0.6769593954086304, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6687 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.6921 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	2e-6	108 311 810	1 538	108 310 272	2e-06 [178, [0.6660240888595581, 0.6117647290229797], [0.7019221186637878, 0.6000000238418579], [0.6693047285079956, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6710 - sparse_categorical_accuracy: 0.6000 - val_loss: 0.7020 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	2e-6	108 311 810	1 538	108 310 272	2e-06 [105, [0.6454636454582214, 0.6470588445663452], [0.6944765448570251, 0.6000000238418579], [0.673241138458252, 0.6100000143051147]]	6/6 [==============================] - 31s 5s/step - loss: 0.6646 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6945 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	5e-6	108 311 810	1 538	108 310 272	5e-06 [173, [0.6618441343307495, 0.6117647290229797], [0.670036256313324, 0.6000000238418579], [0.6747742295265198, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6668 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6702 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	5e-6	108 311 810	1 538	108 310 272	5e-06 [70, [0.6572628021240234, 0.6117647290229797], [0.636297881603241, 0.6000000238418579], [0.6640260219573975, 0.6100000143051147]]	6/6 [==============================] - 31s 5s/step - loss: 0.6596 - sparse_categorical_accuracy: 0.6471 - val_loss: 0.6366 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	5e-6	108 311 810	1 538	108 310 272	5e-06 [111, [0.6663329005241394, 0.6117647290229797], [0.6846396327018738, 0.6000000238418579], [0.685011088848114, 0.5899999737739563]]	6/6 [==============================] - 31s 5s/step - loss: 0.6739 - sparse_categorical_accuracy: 0.6000 - val_loss: 0.6848 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	5e-6	108 311 810	1 538	108 310 272	5e-06 [154, [0.662934422492981, 0.6117647290229797], [0.6486823558807373, 0.6000000238418579], [0.670291006565094, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6548 - sparse_categorical_accuracy: 0.6000 - val_loss: 0.6488 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	5e-6	108 311 810	1 538	108 310 272	5e-06 [68, [0.6661638617515564, 0.6117647290229797], [0.6842529773712158, 0.6000000238418579], [0.678932249546051, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6598 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.6844 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	1e-4	335 143 938	335 143 938	0	0.0001 [19, [0.31265512108802795, 0.8941176533699036], [0.38967370986938477, 0.800000011920929], [0.732962965965271, 0.6899999976158142]]	6/6 [==============================] - 168s 28s/step - loss: 0.6686 - sparse_categorical_accuracy: 0.6000 - val_loss: 0.6744 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	1e-4	335 143 938	335 143 938	0	0.0001 [12, [0.6714410781860352, 0.6117647290229797], [0.6725044250488281, 0.6000000238418579], [0.675086498260498, 0.6000000238418579]]	6/6 [==============================] - 167s 28s/step - loss: 0.6781 - sparse_categorical_accuracy: 0.5882 - val_loss: 0.6765 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	1e-4	335 143 938	335 143 938	0	0.0001 [12, [0.6475195288658142, 0.6470588445663452], [0.644949734210968, 0.6666666865348816], [0.6837819814682007, 0.5899999737739563]]	6/6 [==============================] - 166s 27s/step - loss: 0.6814 - sparse_categorical_accuracy: 0.5882 - val_loss: 0.6905 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	1e-4	335 143 938	335 143 938	0	0.0001 [15, [0.6688314080238342, 0.6117647290229797], [0.6731706261634827, 0.6000000238418579], [0.6731725931167603, 0.6000000238418579]]	6/6 [==============================] - 167s 28s/step - loss: 0.7200 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6947 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	1e-4	335 143 938	335 143 938	0	0.0001 [11, [0.6438355445861816, 0.658823549747467], [0.6437286734580994, 0.6666666865348816], [0.6797055006027222, 0.6100000143051147]]	6/6 [==============================] - 166s 27s/step - loss: 0.6926 - sparse_categorical_accuracy: 0.5765 - val_loss: 0.6798 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	2e-4	335 143 938	335 143 938	0	0.0002 [30, [0.6683581471443176, 0.6117647290229797], [0.6730215549468994, 0.6000000238418579], [0.6730215549468994, 0.6000000238418579]]	6/6 [==============================] - 166s 28s/step - loss: 0.6648 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.6966 - val_sparse_categorical_accuracy: 0.4000
BlueBERT	AllNetworkTrain	2e-4	335 143 938	335 143 938	0	0.0002 [20, [0.6645192503929138, 0.6117647290229797], [0.6642690300941467, 0.6000000238418579], [0.673407793045044, 0.6000000238418579]]	6/6 [==============================] - 166s 27s/step - loss: 0.6543 - sparse_categorical_accuracy: 0.6000 - val_loss: 0.6742 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	2e-4	335 143 938	335 143 938	0	0.0002 [24, [0.6688339114189148, 0.6117647290229797], [0.6731731295585632, 0.6000000238418579], [0.6731731295585632, 0.6000000238418579]]	6/6 [==============================] - 166s 27s/step - loss: 0.7117 - sparse_categorical_accuracy: 0.5176 - val_loss: 0.6744 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	2e-4	335 143 938	335 143 938	0	0.0002 [11, [0.6772056818008423, 0.6117647290229797], [0.6673805117607117, 0.6000000238418579], [0.6692172884941101, 0.6000000238418579]]	6/6 [==============================] - 165s 27s/step - loss: 0.7143 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6959 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	2e-4	335 143 938	335 143 938	0	0.0002 [11, [0.6813288927078247, 0.5764706134796143], [0.6004602909088135, 0.7333333492279053], [0.7313905358314514, 0.4300000071525574]]	6/6 [==============================] - 167s 28s/step - loss: 0.6716 - sparse_categorical_accuracy: 0.6353 - val_loss: 0.6759 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	5e-4	335 143 938	335 143 938	0	0.0005 [14, [0.6683127284049988, 0.6117647290229797], [0.6730155944824219, 0.6000000238418579], [0.6730155944824219, 0.6000000238418579]]	6/6 [==============================] - 166s 28s/step - loss: 0.7157 - sparse_categorical_accuracy: 0.5647 - val_loss: 0.6730 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	5e-4	335 143 938	335 143 938	0	0.0005 [22, [0.6680777072906494, 0.6117647290229797], [0.6730454564094543, 0.6000000238418579], [0.6730453968048096, 0.6000000238418579]]	6/6 [==============================] - 166s 27s/step - loss: 0.6883 - sparse_categorical_accuracy: 0.5882 - val_loss: 0.6846 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	5e-4	335 143 938	335 143 938	0	0.0005 [20, [0.6679632067680359, 0.6117647290229797], [0.6731995344161987, 0.6000000238418579], [0.6731995344161987, 0.6000000238418579]]	6/6 [==============================] - 166s 27s/step - loss: 0.6712 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.7055 - val_sparse_categorical_accuracy: 0.4000
BlueBERT	AllNetworkTrain	5e-4	335 143 938	335 143 938	0	0.0005 [16, [0.668688178062439, 0.6117647290229797], [0.6731144189834595, 0.6000000238418579], [0.6731144189834595, 0.6000000238418579]]	6/6 [==============================] - 166s 28s/step - loss: 0.7087 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.7051 - val_sparse_categorical_accuracy: 0.4000
BlueBERT	AllNetworkTrain	5e-4	335 143 938	335 143 938	0	0.0005 [47, [0.668299674987793, 0.6117647290229797], [0.6730143427848816, 0.6000000238418579], [0.6730144023895264, 0.6000000238418579]]	6/6 [==============================] - 167s 28s/step - loss: 0.6762 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6784 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	1e-5	335 143 938	335 143 938	0	1e-05 [28, [0.15187861025333405, 0.9764705896377563], [0.2446339875459671, 0.9333333373069763], [0.7936700582504272, 0.6499999761581421]]	6/6 [==============================] - 168s 28s/step - loss: 0.0155 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.3737 - val_sparse_categorical_accuracy: 0.9333
BlueBERT	AllNetworkTrain	1e-5	335 143 938	335 143 938	0	1e-05 [26, [0.10043756663799286, 1.0], [0.4816158711910248, 0.8666666746139526], [1.3427966833114624, 0.6200000047683716]]	6/6 [==============================] - 167s 28s/step - loss: 0.0462 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.5857 - val_sparse_categorical_accuracy: 0.8667
BlueBERT	AllNetworkTrain	1e-5	335 143 938	335 143 938	0	1e-05 [19, [0.3896549344062805, 0.729411780834198], [0.5711585879325867, 0.7333333492279053], [0.7746602892875671, 0.6000000238418579]]	6/6 [==============================] - 167s 28s/step - loss: 0.0526 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.9396 - val_sparse_categorical_accuracy: 0.8000
BlueBERT	AllNetworkTrain	1e-5	335 143 938	335 143 938	0	1e-05 [18, [0.46460145711898804, 0.8588235378265381], [0.6012166142463684, 0.800000011920929], [0.6596131324768066, 0.6499999761581421]]	6/6 [==============================] - 166s 28s/step - loss: 0.0847 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.7224 - val_sparse_categorical_accuracy: 0.7333
BlueBERT	AllNetworkTrain	1e-5	335 143 938	335 143 938	0	1e-05 [27, [0.14688870310783386, 0.9764705896377563], [0.4688125550746918, 0.8666666746139526], [0.964490532875061, 0.6399999856948853]]	6/6 [==============================] - 167s 28s/step - loss: 0.0460 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.5473 - val_sparse_categorical_accuracy: 0.8667
BlueBERT	AllNetworkTrain	2e-5	335 143 938	335 143 938	0	2e-05 [22, [0.28811514377593994, 0.8352941274642944], [0.3837069869041443, 0.8666666746139526], [0.786832332611084, 0.6200000047683716]]	6/6 [==============================] - 167s 28s/step - loss: 0.0238 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.9346 - val_sparse_categorical_accuracy: 0.7333
BlueBERT	AllNetworkTrain	2e-5	335 143 938	335 143 938	0	2e-05 [27, [0.054144784808158875, 1.0], [0.3986290991306305, 0.9333333373069763], [1.30953049659729, 0.6800000071525574]]	6/6 [==============================] - 165s 27s/step - loss: 0.6173 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.5992 - val_sparse_categorical_accuracy: 0.6667
BlueBERT	AllNetworkTrain	2e-5	335 143 938	335 143 938	0	2e-05 [20, [0.06723608076572418, 0.9882352948188782], [0.2968984544277191, 0.9333333373069763], [1.2113862037658691, 0.6299999952316284]]	6/6 [==============================] - 186s 31s/step - loss: 0.0111 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.5579 - val_sparse_categorical_accuracy: 0.8667
BlueBERT	AllNetworkTrain	2e-5	335 143 938	335 143 938	0	2e-05 [23, [0.0335477814078331, 0.9882352948188782], [0.3872823119163513, 0.9333333373069763], [1.512373447418213, 0.5899999737739563]]	6/6 [==============================] - 165s 27s/step - loss: 0.0035 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.8861 - val_sparse_categorical_accuracy: 0.8667
BlueBERT	AllNetworkTrain	2e-5	335 143 938	335 143 938	0	2e-05 [14, [0.5793190002441406, 0.6117647290229797], [0.6504582762718201, 0.6000000238418579], [0.6786567568778992, 0.6000000238418579]]	6/6 [==============================] - 166s 28s/step - loss: 0.0636 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.8508 - val_sparse_categorical_accuracy: 0.6667
BlueBERT	AllNetworkTrain	5e-5	335 143 938	335 143 938	0	5e-05 [20, [0.017259620130062103, 1.0], [0.40973860025405884, 0.8666666746139526], [1.1622990369796753, 0.6899999976158142]]	6/6 [==============================] - 167s 28s/step - loss: 0.0088 - sparse_categorical_accuracy: 1.0000 - val_loss: 1.4921 - val_sparse_categorical_accuracy: 0.7333
BlueBERT	AllNetworkTrain	5e-5	335 143 938	335 143 938	0	5e-05 [16, [0.09088478982448578, 0.9882352948188782], [0.34200605750083923, 0.8666666746139526], [0.702384889125824, 0.6700000166893005]]	6/6 [==============================] - 166s 27s/step - loss: 6.8304e-04 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.9016 - val_sparse_categorical_accuracy: 0.8667
BlueBERT	AllNetworkTrain	5e-5	335 143 938	335 143 938	0	5e-05 [24, [0.02812124975025654, 1.0], [0.29232078790664673, 0.9333333373069763], [1.0319074392318726, 0.5699999928474426]]	6/6 [==============================] - 167s 28s/step - loss: 7.3902e-04 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.5067 - val_sparse_categorical_accuracy: 0.9333
BlueBERT	AllNetworkTrain	5e-5	335 143 938	335 143 938	0	5e-05 [21, [0.07075490802526474, 0.9882352948188782], [0.39164891839027405, 0.8666666746139526], [0.7761913537979126, 0.6700000166893005]]	6/6 [==============================] - 168s 28s/step - loss: 0.0016 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.8866 - val_sparse_categorical_accuracy: 0.8667
BlueBERT	AllNetworkTrain	5e-5	335 143 938	335 143 938	0	5e-05 [17, [0.050838544964790344, 1.0], [0.2937224805355072, 0.9333333373069763], [1.0525845289230347, 0.6200000047683716]]	6/6 [==============================] - 167s 28s/step - loss: 0.0209 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.6795 - val_sparse_categorical_accuracy: 0.6667
BlueBERT	AllNetworkTrain	1e-6	335 143 938	335 143 938	0	1e-06 [18, [0.6395520567893982, 0.6352941393852234], [0.5890952348709106, 0.7333333492279053], [0.6759353876113892, 0.5699999928474426]]	6/6 [==============================] - 168s 28s/step - loss: 0.6503 - sparse_categorical_accuracy: 0.6000 - val_loss: 0.6014 - val_sparse_categorical_accuracy: 0.6667
BlueBERT	AllNetworkTrain	1e-6	335 143 938	335 143 938	0	1e-06 [26, [0.575709879398346, 0.6823529601097107], [0.5638381242752075, 0.6000000238418579], [0.6669831871986389, 0.6200000047683716]]	6/6 [==============================] - 167s 28s/step - loss: 0.5779 - sparse_categorical_accuracy: 0.7176 - val_loss: 0.6399 - val_sparse_categorical_accuracy: 0.6667
BlueBERT	AllNetworkTrain	1e-6	335 143 938	335 143 938	0	1e-06 [51, [0.3614913821220398, 0.8823529481887817], [0.4606434404850006, 0.9333333373069763], [0.7401294112205505, 0.6299999952316284]]	6/6 [==============================] - 167s 28s/step - loss: 0.2655 - sparse_categorical_accuracy: 0.9529 - val_loss: 0.5035 - val_sparse_categorical_accuracy: 0.8667
BlueBERT	AllNetworkTrain	1e-6	335 143 938	335 143 938	0	1e-06 [57, [0.39080071449279785, 0.8823529481887817], [0.46617642045021057, 0.800000011920929], [0.6766594648361206, 0.5899999737739563]]	6/6 [==============================] - 167s 28s/step - loss: 0.3516 - sparse_categorical_accuracy: 0.9412 - val_loss: 0.4940 - val_sparse_categorical_accuracy: 0.8000
BlueBERT	AllNetworkTrain	1e-6	335 143 938	335 143 938	0	1e-06 [27, [0.6142275929450989, 0.5882353186607361], [0.5529587864875793, 0.7333333492279053], [0.6726882457733154, 0.6100000143051147]]	6/6 [==============================] - 165s 27s/step - loss: 0.6082 - sparse_categorical_accuracy: 0.6353 - val_loss: 0.6219 - val_sparse_categorical_accuracy: 0.7333
BlueBERT	AllNetworkTrain	2e-6	335 143 938	335 143 938	0	2e-06 [40, [0.48034417629241943, 0.7647058963775635], [0.5057955980300903, 0.8666666746139526], [0.6705362796783447, 0.6200000047683716]]	6/6 [==============================] - 167s 28s/step - loss: 0.3485 - sparse_categorical_accuracy: 0.9294 - val_loss: 0.5733 - val_sparse_categorical_accuracy: 0.8000
BlueBERT	AllNetworkTrain	2e-6	335 143 938	335 143 938	0	2e-06 [27, [0.5698077082633972, 0.6117647290229797], [0.5647882223129272, 0.7333333492279053], [0.6827757954597473, 0.6000000238418579]]	6/6 [==============================] - 168s 28s/step - loss: 0.4783 - sparse_categorical_accuracy: 0.8588 - val_loss: 0.5994 - val_sparse_categorical_accuracy: 0.6667
BlueBERT	AllNetworkTrain	2e-6	335 143 938	335 143 938	0	2e-06 [26, [0.6183599829673767, 0.6352941393852234], [0.5697346329689026, 0.7333333492279053], [0.6745703816413879, 0.6000000238418579]]	6/6 [==============================] - 166s 27s/step - loss: 0.5418 - sparse_categorical_accuracy: 0.7647 - val_loss: 0.6349 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	2e-6	335 143 938	335 143 938	0	2e-06 [20, [0.6347773671150208, 0.6235294342041016], [0.635520339012146, 0.6666666865348816], [0.6754991412162781, 0.6000000238418579]]	6/6 [==============================] - 166s 28s/step - loss: 0.6595 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6432 - val_sparse_categorical_accuracy: 0.6667
BlueBERT	AllNetworkTrain	2e-6	335 143 938	335 143 938	0	2e-06 [39, [0.40376532077789307, 0.8705882430076599], [0.5034959316253662, 0.800000011920929], [0.7050669193267822, 0.6299999952316284]]	6/6 [==============================] - 166s 27s/step - loss: 0.3292 - sparse_categorical_accuracy: 0.8706 - val_loss: 0.7195 - val_sparse_categorical_accuracy: 0.6000
BlueBERT	AllNetworkTrain	5e-6	335 143 938	335 143 938	0	5e-06 [11, [0.6588063836097717, 0.6117647290229797], [0.6399433612823486, 0.6000000238418579], [0.6841637492179871, 0.6000000238418579]]	6/6 [==============================] - 167s 28s/step - loss: 0.5378 - sparse_categorical_accuracy: 0.6941 - val_loss: 0.7634 - val_sparse_categorical_accuracy: 0.4667
